year,title,authors_short,all_authors,journal,doi,subdisciplines,n_subdisciplines
2022,Linkages Between Optical and Molecular Signatures of Dissolved Organic Matter Along the Yangtze River Estuary-to-East China Sea Continuum,"Xingnian Sun, Penghui Li, Yuping Zhou et al. (n=8)",Xingnian Sun; Penghui Li; Yuping Zhou; Chen He; Fang Cao; Yuntao Wang; Quan Shi; Ding He,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2022.933561,biogeochem_carbon; estuary_coastal; freshwater_river; marine; sediment_porewater; soil_terrestrial; wastewater_drinking,7
2022,Molecular Composition of Dissolved Organic Matter in the Changjiang (Yangtze River) – Imprints of Anthropogenic Impact,"Ying Wu, Boris Koch, Xiaona Wang et al. (n=9)",Ying Wu; Boris Koch; Xiaona Wang; Matthias Witt; Xiaolu Wang; Hongyan Bao; Shuchai Gan; Gerhard Kattner; Jing Zhang,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2022.980176,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_lake; freshwater_river; groundwater; marine; soil_terrestrial; wastewater_drinking; wetland_peatland,10
2022,Substantial Biogeochemical and Biomolecular Processing of Dissolved Organic Matter in an Anticyclonic Eddy in the Northern South China Sea Down to Bathypelagic Depths,"Miao Zhang, Siyu Li, Norbert Hertkorn et al. (n=7)",Miao Zhang; Siyu Li; Norbert Hertkorn; Mourad Harir; Dongfeng Xu; Philippe Schmitt‐Kopplin; Ying Wu,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2022.902728,biogeochem_carbon; estuary_coastal; marine; microbial_coupling,4
2022,The Effects of Hurricanes and Storms on the Composition of Dissolved Organic Matter in a Southeastern U.S. Estuary,Patricia M. Medeiros,Patricia M. Medeiros,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2022.855720,atmosphere_aerosol; biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; microbial_coupling; sediment_porewater,8
2022,Deciphering the Virus Signal Within the Marine Dissolved Organic Matter Pool,"Mara Elena Heinrichs, Benedikt Heyerhoff, Berin S. Arslan-Gatz et al. (n=6)",Mara Elena Heinrichs; Benedikt Heyerhoff; Berin S. Arslan-Gatz; Michael Seidel; Jutta Niggemann; Bert Engelen,Frontiers in Microbiology,https://doi.org/10.3389/fmicb.2022.863686,biogeochem_carbon; marine; microbial_coupling,3
2022,Microbial Communities Influence Soil Dissolved Organic Carbon Concentration by Altering Metabolite Composition,"Tayte Campbell, Danielle Ulrich, Jason Toyoda et al. (n=9)",Tayte Campbell; Danielle Ulrich; Jason Toyoda; Jaron Thompson; Brian Munsky; Michaeline Albright; Vanessa Bailey; Malak Tfaily; John Dunbar,Frontiers in Microbiology,https://doi.org/10.3389/fmicb.2021.799014,biogeochem_carbon; microbial_coupling; soil_terrestrial,3
2022,Drought Reduces Release of Plant Matter Into Dissolved Organic Matter Potentially Restraining Ecosystem Recovery,"Alice May Orme, Markus Lange, Simon Andreas Schroeter et al. (n=7)",Alice May Orme; Markus Lange; Simon Andreas Schroeter; Marcus Wicke; Olaf Kolle; Georg Pohnert; Gerd Gleixner,Frontiers in Soil Science,https://doi.org/10.3389/fsoil.2022.904259,biogeochem_carbon; estuary_coastal; soil_terrestrial; wetland_peatland,4
2022,"Synergy of oxalic acid and sunlight triggered Cr(III)-bearing Schwertmannite transformation: Reaction mechanism, Cr and C spatial distribution and speciation on the nano scale","Qian Yao, Chuling Guo, Xiaofei Li et al. (n=8)",Qian Yao; Chuling Guo; Xiaofei Li; Xiaohu Jin; Guining Lu; Xiaoyun Yi; Weilin Huang; Zhi Dang,Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2022.05.018,biogeochem_carbon; disturbance_anthropogenic,2
2022,Organic Molecular Signatures of the Congo River and Comparison to the Amazon,"Martin R. Kurek, Aron Stubbins, Travis W. Drake et al. (n=12)",Martin R. Kurek; Aron Stubbins; Travis W. Drake; Thorsten Dittmar; José Mauro Sousa de Moura; R. M. Holmes; Helena Osterholz; Johan Six; José N. Wabakanghanzi; Bienvenu Jean Dinga; Miyuki Mitsuya; Robert G. M. Spencer,Global Biogeochemical Cycles,https://doi.org/10.1029/2022gb007301,atmosphere_aerosol; biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; soil_terrestrial,7
2022,Development of an Internal Calibration Algorithm for Ultrahigh-Resolution Mass Spectra of Dissolved Organic Matter,"学 藤井, Manabu Fujii",学 藤井; Manabu Fujii,Institutional Repositories DataBase (IRDB),,biogeochem_carbon,1
2022,Molecular characteristics of unknown chlorinated disinfection byproducts during chlorination in sedimentation sludge water,"Yunkun Qian, Jun Guo, Yijun Shi et al. (n=7)",Yunkun Qian; Jun Guo; Yijun Shi; Yanan Chen; Xinyi Wang; Jiaxin Ma; Dong An,Journal of Cleaner Production,https://doi.org/10.1016/j.jclepro.2022.131850,biogeochem_carbon; wastewater_drinking,2
2022,Molecular transformation pathway and bioavailability of organic phosphorus in sewage sludge under hydrothermal treatment: Importance of biopolymers interactions,"Yu Zhang, Hao Yuan, Siying Cai et al. (n=6)",Yu Zhang; Hao Yuan; Siying Cai; Yukun Zhang; Dongsheng Wang; Weijun Zhang,Journal of Cleaner Production,https://doi.org/10.1016/j.jclepro.2022.135746,biogeochem_carbon; wastewater_drinking,2
2022,Effects of catalytic ozonation catalyzed by TiO2 activated carbon and biochar on dissolved organic matter removal and disinfection by-product formations investigated by Orbitrap mass spectrometry,"Nutdanai Dabuth, Sattawat Thuangchon, Thirawit Prasert et al. (n=5)",Nutdanai Dabuth; Sattawat Thuangchon; Thirawit Prasert; Vitharuch Yuthawong; Phanwatt Phungsai,Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2022.107215,biochar_black_carbon; biogeochem_carbon; wastewater_drinking,3
2022,Transformation of dissolved organic matter at a full-scale petrochemical wastewater treatment plant,"Yue Kou, Juntao Jiang, Baiyu Yang et al. (n=9)",Yue Kou; Juntao Jiang; Baiyu Yang; Sun He; Leqi Wang; Qinghong Wang; Mohamed Gamal El‐Din; Quan Shi; Chunmao Chen,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2022.117021,petroleum_fossil; wastewater_drinking,2
2022,Strong Dynamics in Tidal Marsh DOC Export in Response to Natural Cycles and Episodic Events From Continuous Monitoring,"Alana Menendez, Maria Tzortziou, Patrick J. Neale et al. (n=7)",Alana Menendez; Maria Tzortziou; Patrick J. Neale; J. Patrick Megonigal; Leanne C. Powers; Philippe Schmitt‐Kopplin; Michael Gonsior,Journal of Geophysical Research Biogeosciences,https://doi.org/10.1029/2022jg006863,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; wetland_peatland,6
2022,Trapped Under Ice: Spatial and Seasonal Dynamics of Dissolved Organic Matter Composition in Tundra Lakes,"Martin R. Kurek, Karen E. Frey, François Guillemette et al. (n=8)",Martin R. Kurek; Karen E. Frey; François Guillemette; David C. Podgorski; Amy Townsend‐Small; Christopher D. Arp; Anne M. Kellerman; Robert G. M. Spencer,Journal of Geophysical Research Biogeosciences,https://doi.org/10.1029/2021jg006578,atmosphere_aerosol; biogeochem_carbon; cryosphere; estuary_coastal; freshwater_lake; freshwater_river; marine; microbial_coupling; soil_terrestrial,9
2022,Molecular-level transformation of refractory organic matter during flocculation-ultraviolet/peroxymonosulfate treatment of MBR-treated landfill leachate,"Weiming Chen, Zhepei Gu, Chen He et al. (n=4)",Weiming Chen; Zhepei Gu; Chen He; Qibin Li,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2022.130086,biogeochem_carbon; wastewater_drinking; wetland_peatland,3
2022,Coupled variations of dissolved organic matter distribution and iron (oxyhydr)oxides transformation: Effects on the kinetics of uranium adsorption and desorption,"Yang Ding, Xixian Huang, Hui Zhang et al. (n=10)",Yang Ding; Xixian Huang; Hui Zhang; Jianhong Ma; Feng Li; Qingyi Zeng; Nan Hu; Yongdong Wang; Zhongran Dai; Dexin Ding,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2022.129298,,0
2022,Kinetic and molecular evidence for DON transformation in the deep vadose zone: Important implications for soil nitrogen budgeting and groundwater nitrate management,"Zeliang Shen, Jia Xin, Haoran Wu et al. (n=9)",Zeliang Shen; Jia Xin; Haoran Wu; Zhuqing Jiang; Hui Peng; Fan Xu; Chen He; Quan Shi; Xilai Zheng,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2022.128782,disturbance_anthropogenic; groundwater; soil_terrestrial,3
2022,"Biogas residue biochar still had ecological risks to the ultisol: evidence from soil bacterial communities, organic carbon structures, and mineralization","Ping Cong, Xuebo Zheng, Lanfang Han et al. (n=8)",Ping Cong; Xuebo Zheng; Lanfang Han; Liying Chen; Jintao Zhang; Wenjing Song; Jianxin Dong; Xiaogang Ma,Journal of Soils and Sediments,https://doi.org/10.1007/s11368-022-03269-x,biochar_black_carbon; biogeochem_carbon; microbial_coupling; soil_terrestrial,4
2022,Non-targeted characterization of dissolved organic matter from a wastewater treatment plant by FT-ICR-MS: A case study of hospital sewage,"Shuchai Gan, Pei-Shan Wu, Yumei Song et al. (n=10)",Shuchai Gan; Pei-Shan Wu; Yumei Song; Pengran Guo; Nan Cai; Fei Yuan; Qiuxia Yang; Ying Wu; Ning Liu; Jia-Chuan Pan,Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2022.102834,wastewater_drinking,1
2022,Zooplankton‐derived dissolved organic matter composition and its bioavailability to natural prokaryotic communities,"Daniele De Corte, Marta M. Varela, A. Louro et al. (n=12)",Daniele De Corte; Marta M. Varela; A. Louro; Sarah K. Bercovici; J. Valencia-Vila; Eva Sintes; Federico Baltar; Tamara Rodríguez‐Ramos; Meinhard Simon; Antonio Bode; Thorsten Dittmar; Jutta Niggemann,Limnology and Oceanography,https://doi.org/10.1002/lno.12272,biogeochem_carbon; estuary_coastal; marine; microbial_coupling,4
2022,Transformation of dissolved organic matter by two <scp>Indo‐Pacific</scp> sponges,"Tabea Hildebrand, Helena Osterholz, Carina Bunse et al. (n=6)",Tabea Hildebrand; Helena Osterholz; Carina Bunse; Hendrik Grotheer; Thorsten Dittmar; Peter J. Schupp,Limnology and Oceanography,https://doi.org/10.1002/lno.12214,biogeochem_carbon; freshwater_lake; marine; microbial_coupling; sediment_porewater,5
2022,The detection of bacterial exometabolites in marine dissolved organic matter through ultrahigh‐resolution mass spectrometry,"Sarah K. Bercovici, Thorsten Dittmar, Jutta Niggemann",Sarah K. Bercovici; Thorsten Dittmar; Jutta Niggemann,Limnology and Oceanography Methods,https://doi.org/10.1002/lom3.10491,biogeochem_carbon; estuary_coastal; marine; microbial_coupling,4
2022,Combining iron affinity-based fractionation with non-targeted LC-ESI-TOFMS for the study of iron-binding molecules in dissolved organic matter,"Anna Rathgeb, Tim Causon, Regina Krachler et al. (n=4)",Anna Rathgeb; Tim Causon; Regina Krachler; Stephan Hann,Metallomics,https://doi.org/10.1093/mtomcs/mfac079,biogeochem_carbon; estuary_coastal; freshwater_river; marine; methods_instrumentation,5
2022,A new conceptual framework for the transformation of groundwater dissolved organic matter,"Liza K. McDonough, Martin S. Andersen, Megan I. Behnke et al. (n=12)",Liza K. McDonough; Martin S. Andersen; Megan I. Behnke; Helen Rutlidge; Phetdala Oudone; Karina Meredith; Denis M. O’Carroll; Isaac R. Santos; Christopher E. Marjo; Robert G. M. Spencer; Amy M. McKenna; Andy Baker,Nature Communications,https://doi.org/10.1038/s41467-022-29711-9,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_lake; freshwater_river; groundwater; marine; microbial_coupling,8
2022,Dataset - Dissolved organic matter sources and processing in the endorheic Lake Nam Co catchment (Tibet) as assessed by ultra-high resolution Fourier transform ion cyclotron resonance mass spectrometry (FT-ICR MS),"Philipp Maurischat, Michael Seidel, Thorsten Dittmar et al. (n=4)",Philipp Maurischat; Michael Seidel; Thorsten Dittmar; Georg Guggenberger,Open MIND,https://doi.org/10.5281/zenodo.5816679,biogeochem_carbon; freshwater_lake,2
2022,Molecular composition of dissolved organic matter in saline lakes of the Qing-Tibetan Plateau,"Hongchen Jiang, Qiuying Lv, Jian Yang et al. (n=7)",Hongchen Jiang; Qiuying Lv; Jian Yang; Beichen Wang; Hailiang Dong; Michael Gonsior; Philippe Schmitt‐Kopplin,Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2022.104400,biogeochem_carbon; estuary_coastal; freshwater_lake; marine; microbial_coupling,5
2022,FTICR-MS Data from Multi-continent River Water and Sediment and from Coastal River Fresh and Saline Sediment Associated with: “Dissolved Organic Matter Functional Trait Relationships are Conserved Across Rivers”,"Vanessa Garayburu‐Caruso, Amy Goldman, Jason Toyoda et al. (n=10)","Vanessa Garayburu‐Caruso; Amy Goldman; Jason Toyoda; Rosalie Chu; Lupita Renteria; James Stegen; Aditi Sengupta; Joshua M. Torgeson; Willi, Kathryn; Ross, Matthew",OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1824222,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; methods_instrumentation; sediment_porewater,6
2022,"Spatial Study 2021: Sample-Based Surface Water Chemistry and Organic Matter Characterization across Watersheds in the Yakima River Basin, Washington, USA (v3)","Samantha Grieger, Morgan Barnes, Mikayla Borton et al. (n=29)","Samantha Grieger; Morgan Barnes; Mikayla Borton; Xingyuan Chen; Rosalie Chu; Barton, Riley; Yuliya Farris; Brieanne Forbes; Stephanie Fulton; Vanessa Garayburu‐Caruso; Amy Goldman; Brianna I. Gonzalez; Matthew Kaufman; Laan, Maggi; Sophia McKever; Miller, Madelyn; Allison Myers‐Pigg; Opal Otenburg; Aaron Pelly; Powers-McCormack, Beck; Lupita Renteria; Resch, Charles T; Roebuck, Alan; Tim Scheibe; Kyongho Son; Joshua M. Torgeson; Jason Toyoda; Winston, Isabella; James Stegen",OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1898914,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_river; marine; methods_instrumentation; sediment_porewater; soil_terrestrial,8
2022,WHONDRS Surface Water Dissolved Organic Carbon and FTICR-MS across Stream Orders in Four United States Watersheds in 2019 and 2020 (v3),"Joshua M. Torgeson, Ted Bambakidis, Tristan L. Bates et al. (n=18)","Joshua M. Torgeson; Ted Bambakidis; Tristan L. Bates; Rosalie Chu; Byron C. Crump; Robert Danczak; Brieanne Forbes; Vanessa Garayburu‐Caruso; Amy Goldman; Laura Logozzo; Taylor Maavara; Edward W. Martin; Sophia McKever; Powers-McCormack, Beck; Peter A. Raymond; Lupita Renteria; Jason Toyoda; James Stegen",OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1895159,biogeochem_carbon; disturbance_anthropogenic; freshwater_river; methods_instrumentation; microbial_coupling,5
2022,"Organic matter concentration and composition of experimentally burned open air and muffle furnace vegetation chars across differing burn severity and feedstock types from Pacific Northwest, USA (v4).","Samantha Grieger, Aronstein, Paul, John D. Bailey et al. (n=30)","Samantha Grieger; Aronstein, Paul; John D. Bailey; Morgan Barnes; Barton, Riley; Kevin D. Bladon; Chu, Rosalie; Brieanne Forbes; Vanessa Garayburu‐Caruso; Emily Graham; Amy Goldman; Khadijah Homolka; Kew, William; Lipton, Andrew S.; Sophia McKever; Munson, Kathleen M.; Myers, Chris R.; Nieto-Pereira, Nubia; O'Day, Peggy; Opal Otenburg; Regier, Tom; Lupita Renteria; Alan Roebuck; Tim Scheibe; Joshua M. Torgeson; Toyoda, Jason G.; Wagner, Sasha; Winston, Isabella; Young, Robert P.; Allison Myers‐Pigg",OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1894135,biogeochem_carbon; freshwater_river; methods_instrumentation,3
2022,"Temporal Study 2021-2022: Sample-Based Surface Water Chemistry and Organic Matter Characterization across Watersheds in the Yakima River Basin, Washington, USA (v3)","Opal Otenburg, Morgan Barnes, Mikayla Borton et al. (n=22)",Opal Otenburg; Morgan Barnes; Mikayla Borton; Xingyuan Chen; Rosalie Chu; Yuliya Farris; Brieanne Forbes; Stephanie Fulton; Vanessa Garayburu‐Caruso; Amy Goldman; Brianna I. Gonzalez; Samantha Grieger; Matthew Kaufman; Sophia McKever; Allison Myers‐Pigg; Aaron Pelly; Lupita Renteria; Tim Scheibe; Kyongho Son; Joshua M. Torgeson; Jason Toyoda; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1898912,biogeochem_carbon; disturbance_anthropogenic; freshwater_river; methods_instrumentation; sediment_porewater; soil_terrestrial,6
2022,"WHONDRS Surface Water Chemistry and Organic Matter Characterization along the St. Lawrence River's Inland to Coastal Gradient, Eastern North America (v2)","Brianna I. Gonzalez, Rosalie Chu, Brieanne Forbes et al. (n=14)",Brianna I. Gonzalez; Rosalie Chu; Brieanne Forbes; Vanessa Garayburu‐Caruso; Elizabeth Grater; Amy Goldman; François Guillemette; Leigh J. McGaughey; Sophia McKever; Lupita Renteria; Silvia Rodríguez; Jeffrey J. Ridal; Jason Toyoda; James Stegen,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1898913,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_lake; freshwater_river; marine; methods_instrumentation; soil_terrestrial,8
2022,WHONDRS Surface Water and Sediment Non-Purgeable Organic Carbon and FTICR-MS across Glacial Features in Svalbard 2021 (v3),"Sophia McKever, Rosalie Chu, Danczak, Robert E et al. (n=13)","Sophia McKever; Rosalie Chu; Danczak, Robert E; Brieanne Forbes; Vanessa Garayburu‐Caruso; Amy Goldman; Andy Hodson; Gabrielle Kleber; Leonard Magerl; Lupita Renteria; Jason Toyoda; Jacob C. Yde; James Stegen",OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1888571,atmosphere_aerosol; biogeochem_carbon; cryosphere; marine; methods_instrumentation; sediment_porewater,6
2022,"FTICR-MS, Sensor, and Environmental Data from 5 Streams Impacted by the 2020 Holiday Farm Fire Associated with: ""Spatiotemporal controls on the delivery of dissolved organic matter to streams following a wildfire""","Alan Roebuck, Kevin D. Bladon, David Donahue et al. (n=13)",Alan Roebuck; Kevin D. Bladon; David Donahue; Emily Graham; Samantha Grieger; Karl Morgenstern; Matthew J. Norwood; Katie A. Wampler; Lisa Erkert; Lupita Renteria; Robert Danczak; Susan Fricke; Allison Myers‐Pigg,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),https://doi.org/10.15485/1869708,biochar_black_carbon; biogeochem_carbon; disturbance_anthropogenic; freshwater_river,4
2022,Molecular transformation of dissolved organic matter in refinery wastewaters: Characterized by FT-ICR MS coupled with electrospray ionization and atmospheric pressure photoionization,"Chen He, Weiming Chen, Chunmao Chen et al. (n=4)",Chen He; Weiming Chen; Chunmao Chen; Quan Shi,Petroleum Science,https://doi.org/10.1016/j.petsci.2022.09.035,atmosphere_aerosol; biogeochem_carbon; freshwater_river; methods_instrumentation; wastewater_drinking,5
2022,[Molecular Signatures of Dissolved Organic Matter in the Paihe River and Its Tributaries].,"Ya Zhan, Hao Yin, Jingwei Feng et al. (n=7)",Ya Zhan; Hao Yin; Jingwei Feng; Airong Feng; Yan‐Yun Hu; Liu Zhang; Liugen Zheng,PubMed,https://doi.org/10.13227/j.hjkx.202108180,biogeochem_carbon; disturbance_anthropogenic; freshwater_river; microbial_coupling; soil_terrestrial; wastewater_drinking,6
2022,"Fractionation and characterization of dissolved organic matter using solid‐phase extraction followed by Fourier transform ion cyclotron resonance mass spectrometry with electrospray, atmospheric pressure photoionization, and laser desorption ionization","Qiaozhuan Hu, Jinfeng Ge, Yuanbi Yi et al. (n=6)",Qiaozhuan Hu; Jinfeng Ge; Yuanbi Yi; Chao Ma; Yulin Qi; Dietrich A. Volmer,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.9364,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_lake; marine; methods_instrumentation,6
2022,Molecular biogeochemistry of a poor fen. I. Seasonal effects of plant functional groups on dissolved organic matter composition in porewater,"Zhimin Song, Maryam Khaksari, Erik A. Lilleskov et al. (n=5)",Zhimin Song; Maryam Khaksari; Erik A. Lilleskov; Evan S. Kane; Paul V. Doskey,Research Square,https://doi.org/10.21203/rs.3.rs-1574279/v1,biogeochem_carbon; estuary_coastal; methods_instrumentation; sediment_porewater; wetland_peatland,5
2022,pH adjustment improves the removal of disinfection byproduct precursors from sedimentation sludge water,"Yunkun Qian, Yanan Chen, David Hanigan et al. (n=7)",Yunkun Qian; Yanan Chen; David Hanigan; Yijun Shi; Sainan Sun; Yue Hu; Dong An,Resources Conservation and Recycling,https://doi.org/10.1016/j.resconrec.2021.106135,biogeochem_carbon; wastewater_drinking,2
2022,Application of Fourier transform ion cyclotron resonance mass spectrometry in molecular characterization of dissolved organic matter,"Chen He, Ding He, Chunmao Chen et al. (n=4)",Chen He; Ding He; Chunmao Chen; Quan Shi,Science China Earth Sciences,https://doi.org/10.1007/s11430-021-9954-0,biogeochem_carbon,1
